공급일자,물품코드,물품대분류,물품중분류,물품소분류,물품명,구매수량,구매금액,구매매장,반품_원거래일자,회원번호
20170201,50301001,채소,과일채소,딸기,딸기(1kg),1,13600,매장1,,2102
20170201,80201053,간식,떡,가래떡,현미가래떡(400g),1,99999999,매장1,,2102
20170201,110104033,음료,음료,음료기타,개복숭아감식초(700ml),1,13000,매장1,,2103
20170201,40203001,과실,견과,잣,잣(220g:1병),1,14800,매장1,,2105
20170201,50417002,채소,뿌리채소,우엉,우엉(300g),1,3400,매장1,,2105
20170201,50426001,채소,손질한채소,연근채/세척,연근채(300g),1,3750,매장1,,2105
20170201,50508001,채소,양념채소,양파,양파(1kg),1,2350,매장1,,2105
20170201,50706003,채소,버섯,팽이버섯,팽이버섯(150g),1,600,매장1,,2105
20170201,80307003,간식,밀가공,면/기타,당면(500g),1,4800,매장1,,2105
20170201,90405036,양념/가루,장,장류/기타,검은콩낫토(50g*2),2,5800,매장1,,2105
20170201,100201003,반찬,두부/유부,두부,두부(1모:420g),1,1950,매장1,,2105
20170201,50150001,채소,잎/줄기채소,아욱,아욱(300g),1,1450,매장1,,2108
20170201,30101015,서류,감자,감자,감자(1kg),1,2750,매장1,,2117
20170201,40110005,과실,과일,귤만감(레드향),레드향/유(2kg),1,20400,매장1,,2117
20170201,50132017,채소,잎/줄기채소,브로컬리,브로컬리(350g),1,2800,매장1,,2117
20170201,50198197,채소,잎/줄기채소,어린잎채소,어린잎채소(100g),1,2850,매장1,,2117
20170201,50301001,채소,과일채소,딸기,딸기(1kg),1,13600,매장1,,2117
20170201,50707001,채소,버섯,표고버섯,생표고버섯(300g),1,4400,매장1,,2117
20170201,60101001,축산물,소,한우,한우불고기(600g/국내산),1,30500,매장1,,2117
20170201,60107004,축산물,돼지,보리살림돼지,불고기용(600g/우리보리살림돼지),1,8800,매장1,,2117
20170201,60201028,축산물,알,유정란,구운유정란(6알),1,3500,매장1,,2117
20170201,60303004,축산물,육가공,돈가스/분쇄가공,한우떡갈비(300g),1,12700,매장1,,2117
20170201,60401335,축산물,유제품,우유/산양유,유기농저지방우유(종이팩/유애래/900ml),1,4100,매장1,,2117
20170201,80103027,간식,과자,한과/유과,방울유과(70g),1,2800,매장1,,2117
20170201,80504019,간식,식사대용,식사대용/기타,양송이스프(80g),1,2400,매장1,,2117
20170201,90201018,양념/가루,기름/식초,기름,현미유(500ml),1,5600,매장1,,2117
20170201,100201002,반찬,두부/유부,두부,두부(반모:270g),1,1450,매장1,,2117
20170201,100501014,반찬,절임/장아찌,절임,단무지(김밥용:400g),1,2600,매장1,,2117
20170201,100502010,반찬,절임/장아찌,장아찌,오이지(5~6개),1,6700,매장1,,2117
20170201,110101014,음료,음료,두유,검은콩두유(160ml*5봉),1,4800,매장1,,2117
20170201,110102407,음료,음료,과즙,가시복분자즙(100ml*20봉),1,30000,매장1,,2117
20170201,110104046,음료,음료,건강차,생맥차(150ml*10봉),1,13500,매장1,,2117
20170201,40113052,과실,과일,배,배(대:3개),1,8300,매장1,,2122
20170201,50129001,채소,잎/줄기채소,보리순,보리순(100g),2,2600,매장1,,2122
20170201,50142001,채소,잎/줄기채소,시금치,시금치(300g),1,2000,매장1,,2122
20170201,90103014,양념/가루,가루,곡식가루,흰밀가루(1kg),1,3900,매장1,,2122
20170201,90103063,양념/가루,가루,곡식가루,통밀가루(500g),1,2400,매장1,,2122
20170201,100201003,반찬,두부/유부,두부,두부(1모:420g),1,1950,매장1,,2122
20170201,40104006,과실,과일,귤(비가림),감귤/비가림/유(1.5kg),1,9500,매장1,,2124
20170201,40116226,과실,과일,사과,사과/(2kg)/특,1,10700,매장1,,2124
20170201,50132017,채소,잎/줄기채소,브로컬리,브로컬리(350g),1,2800,매장1,,2124
20170201,60201014,축산물,알,유정란,유정란/매장용(10알/국내산),1,3700,매장1,,2124
20170201,60401334,축산물,유제품,우유/산양유,유기농우유(종이팩/유애래/900ml),1,4200,매장1,,2124
20170201,40104006,과실,과일,귤(비가림),감귤/비가림/유(1.5kg),1,9500,매장1,,2105
20170201,50151001,채소,잎/줄기채소,양배추,양배추(1통:1kg이상),1,2400,매장1,,2105
20170201,80101078,간식,과자,스낵,우리밀곡물와플(80g),1,2000,매장1,,2105
20170201,80201020,간식,떡,즉석떡,흑임자구름떡(200g),1,3300,매장1,,2105
20170201,80401092,간식,빵,단과자빵,카스텔라(소:100g)/매장,2,2600,매장1,,2105
20170201,110202021,음료,차,곡류차,마.율무차(300g),1,7100,매장1,,2105
20170201,50111001,채소,잎/줄기채소,근대,근대(300g),1,1400,매장1,,2137
20170201,80504018,간식,식사대용,식사대용/기타,크림스프(80g),1,2200,매장1,,2137
20170201,80504019,간식,식사대용,식사대용/기타,양송이스프(80g),1,2400,매장1,,2137
20170201,90405036,양념/가루,장,장류/기타,검은콩낫토(50g*2),1,2900,매장1,,2137
20170201,100201004,반찬,두부/유부,두부,순두부(300g),1,1050,매장1,,2137
20170201,110202012,음료,차,곡류차,옥수수차(500g),1,3600,매장1,,2137
20170201,130301012,생활용품,세제/세안,세탁비누,섬유유연제(보충용:800㎖),1,3200,매장1,,2137
20170201,130302031,생활용품,세제/세안,세안비누,아기순비누(1장),1,3900,매장1,,2137
20170201,60402320,축산물,유제품,요구르트,떠먹는요거트(350g),1,5000,매장1,,2141
20170201,80504018,간식,식사대용,식사대용/기타,크림스프(80g),3,6600,매장1,,2141
20170201,80504019,간식,식사대용,식사대용/기타,양송이스프(80g),3,7200,매장1,,2141
20170201,130204149,생활용품,생활용품,옹기,된장찌개솥뚜껑,1,2500,매장1,,2141
20170201,60205007,축산물,알,유정란,동물복지유정란(10알/국내산),1,3600,매장1,,2142
20170201,70201003,수산,냉동수산,냉동생선,병어(2~3마리:260g이상),1,13100,매장1,,2142
20170201,70203001,수산,냉동수산,기타냉동수산,얼린오징어(2마리),1,6600,매장1,,2142
20170201,100201005,반찬,두부/유부,두부,찌개용두부(420g),2,3700,매장1,,2148
20170201,130501040,생활용품,화장품,기초화장품,수피아 내츄럴 수분미스트 토너,1,7800,매장1,,2148
20170201,130501097,생활용품,화장품,기초화장품,수피아 내츄럴 수분에센셜크림,1,15500,매장1,,2148
20170201,50132017,채소,잎/줄기채소,브로컬리,브로컬리(350g),1,2800,매장1,,3203
20170201,50706003,채소,버섯,팽이버섯,팽이버섯(150g),2,1200,매장1,,3203
20170201,50816001,채소,콩나물,콩나물,콩나물(300g),1,1300,매장1,,3203
20170201,60101019,축산물,소,한우,한우분쇄육(300g/국내산),1,13200,매장1,,3203
20170201,60201014,축산물,알,유정란,유정란/매장용(10알/국내산),1,3700,매장1,,3203
20170201,90405003,양념/가루,장,장류/기타,청국장(250g),1,3600,매장1,,3203
20170201,100201003,반찬,두부/유부,두부,두부(1모:420g),1,1950,매장1,,3203
20170201,100201005,반찬,두부/유부,두부,찌개용두부(420g),1,1850,매장1,,3203
20170201,100202007,반찬,,유부,유부(70g),1,2600,매장1,,3203
20170201,100401003,반찬,어묵/묵,어묵,명태참어묵(300g),1,3800,매장1,,3203
20170201,100401012,반찬,어묵/묵,어묵,둥근긴어묵(270g),1,3600,매장1,,3203
20170201,30101015,서류,감자,감자,감자(1kg),1,2750,매장1,,3701
20170201,30204008,서류,고구마,호박고구마,호박고구마(1kg),1,4500,매장1,,3701
20170201,40116227,과실,과일,사과,사과/(2kg)/대,1,9800,매장1,,3701
20170201,50146001,채소,쌈채소류,쌈케일,쌈케일(150g),1,1300,매장1,,3701
20170201,70404007,수산,해조,기타해조류,염장톳(200g),1,3600,매장1,,3701
20170201,80501003,간식,식사대용,죽,호박죽(280g),1,2300,매장1,,3701
20170201,90405025,양념/가루,장,장류/기타,쥐눈이콩 분말청국장(270g),1,9300,매장1,,3701
20170201,100201003,반찬,두부/유부,두부,두부(1모:420g),1,1950,매장1,,3701
20170201,100305020,반찬,밑반찬,김가공,주먹밥채소&해물(36g),3,7800,매장1,,2168
20170201,130202005,생활용품,생활용품,휴지,숲사랑 뽑아쓰는 주방휴지(3상자),-1,-5200,매장1,20170201,2168
20170201,130202005,생활용품,생활용품,휴지,숲사랑 뽑아쓰는 주방휴지(3상자),1,5200,매장1,,2168
20170201,130202007,생활용품,생활용품,휴지,숲사랑 3겹둥근휴지(18롤),-1,-11500,매장1,20170201,2168
20170201,130202007,생활용품,생활용품,휴지,숲사랑 3겹둥근휴지(18롤),2,23000,매장1,,2168
20170201,130208010,생활용품,생활용품,휴지,숲사랑 미용사각휴지(3상자),1,3700,매장1,,2168
20170201,50406005,채소,뿌리채소,당근,당근(500g),1,2000,매장1,,2170
20170201,50502007,채소,양념채소,깐마늘,깐마늘/난지형/유(300g),1,5700,매장1,,2170
20170201,50508001,채소,양념채소,양파,양파(1kg),1,2350,매장1,,2170
20170201,50816001,채소,콩나물,콩나물,콩나물(300g),1,1300,매장1,,2170
20170201,70102009,수산,건어물,황태류,황태채(200g),1,11400,매장1,,2170
20170201,70103009,수산,건어물,멸치류,국물멸치(300g),1,3800,매장1,,2170
20170201,70104013,수산,건어물,기타건어류,마른흑새우(200g),1,4300,매장1,,2170
20170201,70202014,수산,냉동수산,냉동생선,간고등어살(대/2쪽/300g),1,6300,매장1,,2170
20170201,70402004,수산,해조,미역/다시마,다시마(200g),1,3400,매장1,,2170
20170201,80102049,간식,과자,쿠키,노란콩쌀쿠키(100g),1,3800,매장1,,2170
20170201,80301147,간식,밀가공,라면,자장라면(124g:1봉),2,3600,매장1,,2170
20170201,80301151,간식,밀가공,라면,매운감자라면(110g:1봉),2,2800,매장1,,2170
20170201,90202229,양념/가루,기름/식초,식초,토마토식초(390ml),1,4200,매장1,,2170
20170201,90401009,양념/가루,장,간장,맛간장(900ml),1,13600,매장1,,2170
20170201,100401011,반찬,어묵/묵,어묵,오징어동그랑어묵(270g),1,3600,매장1,,2170
20170201,130206016,생활용품,생활용품,옻칠,볶음주걱,1,17500,매장1,,2170
20170201,130210156,생활용품,세제/세안,살균/세정/탈취,거품없는 세정제(주방ㆍ찌든때용),1,4600,매장1,,2170
20170201,80301153,간식,밀가공,라면,감자라면(1묶음:4봉),1,5000,매장1,,2172
20170201,130203122,생활용품,생활용품,치약/칫솔,물사랑치약(150g*2개),1,4600,매장1,,2172
20170201,130302040,생활용품,세제/세안,세안비누,키토산비누(1장),2,2400,매장1,,2172
20170201,40101005,과실,과일,건대추,건대추/자주인증(500g),1,9000,매장1,,2173
20170201,90104027,양념/가루,가루,과채가루,울금가루(50g),1,8800,매장1,,2173
20170201,110204010,건강,건강일반,건강차,오가피(300g),1,4900,매장1,,2173
20170201,130503015,생활용품,화장품,세안제/팩,수피아 쌀겨 마스크팩(5장),1,5600,매장1,,2173
20170201,40111019,과실,과일,단감,단감(중:5개),1,4100,매장1,,2175
20170201,50426001,채소,손질한채소,연근채/세척,연근채(300g),1,3750,매장1,,2175
20170201,60205007,축산물,알,유정란,동물복지유정란(10알/국내산),2,7200,매장1,,2175
20170201,100201004,반찬,두부/유부,두부,순두부(300g),3,3150,매장1,,2175
20170201,100201058,반찬,두부/유부,두부,연두부(100g),1,400,매장1,,2175
20170201,60201014,축산물,알,유정란,유정란/매장용(10알/국내산),1,3700,매장1,,2183
20170201,60401007,축산물,유제품,우유/산양유,우유(범산/900ml),2,8600,매장1,,2183
20170201,10201029,주곡,,찹쌀,찹쌀현미/유(2kg),-1,-8300,매장1,20170201,2189
20170201,10201029,주곡,찹쌀,찹쌀,찹쌀현미/유(2kg),2,16600,매장1,,2189
20170201,40102019,과실,과일,곶감,곶감/고종시(유:12개),-1,-12300,매장1,20170201,2189
20170201,40102019,과실,과일,곶감,곶감/고종시(유:12개),2,24600,매장1,,2189
20170201,50808001,채소,말린나물/건재,말린곤드레나물(100g),말린곤드레나물(100g),-1,-4700,매장1,20170201,2189
20170201,50808001,채소,말린나물/건재,말린곤드레나물(100g),말린곤드레나물(100g),2,9400,매장1,,2189
20170201,50819001,채소,말린나물/건재,참취나물말림,취나물말림(60g),-1,-4000,매장1,20170201,2189
20170201,50819001,채소,말린나물/건재,참취나물말림,취나물말림(60g),2,8000,매장1,,2189
20170201,70201025,수산,냉동수산,냉동생선,굴비(대/3마리/330g),-1,-19000,매장1,20170201,2189
20170201,70201025,수산,냉동수산,냉동생선,굴비(대/3마리/330g),2,38000,매장1,,2189
20170201,100201005,반찬,두부/유부,두부,찌개용두부(420g),-1,-1850,매장1,20170201,2189
20170201,100201005,반찬,두부/유부,두부,찌개용두부(420g),2,3700,매장1,,2189
20170201,50510004,채소,양념채소,대파,대파(500g),1,2150,매장1,,2196
20170201,60103021,축산물,닭/오리,논지엠오닭,토막닭(우리보리살림닭/1kg/국내산),1,9100,매장1,,2196
20170201,80104038,간식,과자,엿/양갱/기타,크림사탕(70g),1,2000,매장1,,2196
20170201,80307003,간식,밀가공,면/기타,당면(500g),1,4800,매장1,,2196
20170201,80502013,간식,식사대용,씨리얼,옥수수플레이크(300g),1,4600,매장1,,2196
20170201,130501055,생활용품,화장품,바디/핸드,자연그대로 립밤,1,6500,매장1,,2196
20170201,130501097,생활용품,화장품,기초화장품,수피아 내츄럴 수분에센셜크림,1,15500,매장1,,2196
20170201,130503015,생활용품,화장품,세안제/팩,수피아 쌀겨 마스크팩(5장),1,5600,매장1,,2196
20170201,130503034,생활용품,화장품,세안제/팩,수피아 꿀가득 영양팩,1,8000,매장1,,2196
20170201,40116221,과실,과일,사과,사과/(5kg)/중,1,22100,매장1,,5578
20170201,60107014,축산물,돼지,보리살림돼지,삼겹살/냉장(600g/우리보리살림돼지),1,18700,매장1,,5578
20170201,80103011,간식,과자,한과/유과,유과꾸러미1(1.2kg),0.4,17200,매장1,,5578
20170201,20801006,과실,견과,땅콩,볶은알땅콩/무(400g),1,9700,매장1,,2206
20170201,30204001,서류,고구마,호박고구마,호박고구마(2kg),1,8400,매장1,,2206
20170201,80201007,간식,떡,가래떡,떡국떡(유기:800g),1,5900,매장1,,2206
20170201,50705005,채소,버섯,양송이버섯,갈색양송이버섯(140g),1,2800,매장1,,5068
20170201,60205007,축산물,알,유정란,동물복지유정란(10알/국내산),1,3600,매장1,,5068
20170201,80201238,간식,떡,즉석떡,카스텔라인절미(180g),1,3100,매장1,,5068
20170201,80301032,간식,밀가공,라면,우리밀해물라면(114g:1봉지),3,4200,매장1,,5068
20170201,80504018,간식,식사대용,식사대용/기타,크림스프(80g),1,2200,매장1,,5068
20170201,80504019,간식,식사대용,식사대용/기타,양송이스프(80g),2,4800,매장1,,5068
20170201,90103052,양념/가루,가루,곡식가루,옥수수가루(무/500g),1,3700,매장1,,5068
20170201,100201003,반찬,두부/유부,두부,두부(1모:420g),1,1950,매장1,,5068
20170201,100305011,반찬,밑반찬,김가공,파래전장김(30g),1,2100,매장1,,5068
20170201,50508005,채소,양념채소,양파,양파(2kg),1,4700,매장1,,2212
20170201,50801001,채소,말린나물/건재,가지말림,가지말림(100g),1,3300,매장1,,2212
20170201,50809001,채소,말린나물/건재,말린아주까리잎(100g),말린아주까리잎(100g),1,4800,매장1,,2212
20170201,50814001,채소,말린나물/건재,애호박말림,애호박말림(100g),1,3000,매장1,,2212
20170201,50150001,채소,잎/줄기채소,아욱,아욱(300g),1,1450,매장1,,2225
20170201,50816001,채소,콩나물,콩나물,콩나물(300g),1,1300,매장1,,2225
20170201,60205007,축산물,,유정란,동물복지유정란(10알/국내산),1,3600,매장1,,2225
20170201,60205007,축산물,알,유정란,동물복지유정란(10알/국내산),1,3600,매장1,,2235
20170201,80201038,간식,떡,가래떡,떡볶이떡(유기/500g),1,3400,매장1,,2235
20170201,10101043,주곡,멥쌀,멥쌀,오분도미/유(4kg)-매장용,1,15400,매장1,,5068
20170201,10101158,주곡,멥쌀,멥쌀,칠분도미/유(4kg)-매장용,1,15600,매장1,,5068
20170201,20902008,잡곡,보리/혼합곡,혼합곡,혼합15곡(1kg),1,8800,매장1,,5068
20170201,60201014,축산물,알,유정란,유정란/매장용(10알/국내산),1,3700,매장1,,5068
20170201,60401334,축산물,유제품,우유/산양유,유기농우유(종이팩/유애래/900ml),1,4200,매장1,,5068
20170201,70303008,수산,수산가공,국/탕(수산),섬진강재첩국(500g),2,9000,매장1,,5068
20170201,80501003,간식,식사대용,죽,호박죽(280g),1,2300,매장1,,5068
20170201,80502005,간식,식사대용,씨리얼,오곡아침(250g),1,3900,매장1,,5068
20170201,100201005,반찬,두부/유부,두부,찌개용두부(420g),3,5550,매장1,,2240
20170201,50103001,채소,잎/줄기채소,냉이,냉이(200g),1,3150,매장1,,2252
20170201,50419001,채소,뿌리채소,월동무,월동무(600~900g),2,2000,매장1,,2252
20170201,50502007,채소,양념채소,깐마늘,깐마늘/난지형/유(300g),1,5700,매장1,,2252
20170201,50510004,채소,양념채소,대파,대파(500g),1,2150,매장1,,2252
20170201,60401007,축산물,유제품,우유/산양유,우유(범산/900ml),1,4300,매장1,,2252
20170201,70401006,수산,해조,김,참김(50장),1,3700,매장1,,2252
20170201,70401016,수산,해조,김,구운참김(15장),1,1900,매장1,,2252
20170201,70403013,수산,해조,미역/다시마,미역줄기(300g),1,1800,매장1,,2252
20170201,80504019,간식,식사대용,식사대용/기타,양송이스프(80g),1,2400,매장1,,2252
20170201,90103010,양념/가루,가루,곡식가루,생콩가루(250g),1,3900,매장1,,2252
20170201,80104020,간식,과자,엿/양갱/기타,단호박양갱(40g),1,1000,매장1,,2259
20170201,80104021,간식,과자,엿/양갱/기타,고구마양갱(40g),1,1000,매장1,,2259
20170201,120101107,건강,건강일반,추출/농축액,양배추브로콜리액(100ml*30봉),0.2,4400,매장1,,2259
20170201,100201005,반찬,두부/유부,두부,찌개용두부(420g),1,1850,매장1,,2265
20170201,50502007,채소,양념채소,깐마늘,깐마늘/난지형/유(300g),1,5700,매장1,,2266
20170201,60103003,축산물,,무항생제닭,삼계닭(2마리/국내산),1,13100,매장1,,2266
20170201,70203001,수산,냉동수산,기타냉동수산,얼린오징어(2마리),1,6600,매장1,,2266
20170201,80101161,간식,과자,스낵,누룽지(500g),1,6600,매장1,,2266
20170201,80401121,간식,빵,"식빵, 식사대용",우리밀샌드위치식빵(450g/매장),1,4300,매장1,,2266
20170201,30101015,서류,감자,감자,감자(1kg),1,2750,매장1,,5578
20170201,50417002,채소,뿌리채소,우엉,우엉(300g),1,3400,매장1,,5578
20170201,80103067,간식,과자,한과/유과,찹쌀현미엿강정(80g),2,4000,매장1,,5578
20170201,100401003,반찬,어묵/묵,어묵,명태참어묵(300g),1,3800,매장1,,5578
20170201,10101039,주곡,멥쌀,멥쌀,현미/유(2kg),1,7600,매장1,,2268
20170201,20605003,잡곡,콩/화본/깨,화본,귀리(무/500g),1,3900,매장1,,2268
20170201,50114001,채소,잎/줄기채소,깻잎,깻잎(30장),1,1150,매장1,,2268
20170201,50132017,채소,잎/줄기채소,브로컬리,브로컬리(350g),1,2800,매장1,,2268
20170201,50142001,채소,잎/줄기채소,시금치,시금치(300g),1,2000,매장1,,2268
20170201,50151001,채소,잎/줄기채소,양배추,양배추(1통:1kg이상),1,2400,매장1,,2268
20170201,50406005,채소,뿌리채소,당근,당근(500g),2,4000,매장1,,2268
20170201,60101019,축산물,소,한우,한우분쇄육(300g/국내산),1,13200,매장1,,2268
20170201,60201016,축산물,알,논지엠오유정란,유정란/매장용(안심대안사료/10알),1,5200,매장1,,2268
20170201,60302021,축산물,육가공,햄/소시지/훈제,꼬마소시지(300g)-매장,1,4200,매장1,,2268
20170201,60401337,축산물,유제품,우유/산양유,목초우유(900ml),1,5300,매장1,,2268
20170201,100201003,반찬,두부/유부,두부,두부(1모:420g),1,1950,매장1,,2268
20170201,60201014,축산물,알,유정란,유정란/매장용(10알/국내산),1,3700,매장1,,2268
20170201,100401003,반찬,어묵/묵,어묵,명태참어묵(300g),1,3800,매장1,,2268
20170201,50132017,채소,잎/줄기채소,브로컬리,브로컬리(350g),1,2800,매장1,,2275
20170201,50420004,채소,뿌리채소,콜라비,콜라비(소/600g),1,2100,매장1,,2275
20170201,50426001,채소,손질한채소,연근채/세척,연근채(300g),1,3750,매장1,,2275
20170201,50706003,채소,버섯,,팽이버섯(150g),1,600,매장1,,2275
20170201,50707001,채소,버섯,표고버섯,생표고버섯(300g),1,4400,매장1,,2275
20170201,60101030,축산물,소,한우,한우국거리(냉장/300g/국내산),1,17800,매장1,,2275
20170201,70203053,수산,냉동수산,냉동생선,대구순살(100g),1,7100,매장1,,2275
20170201,100201003,반찬,두부/유부,두부,두부(1모:420g),2,3900,매장1,,2275
20170201,120101048,건강,건강일반,추출/농축액,생칡즙(140ml*10봉),0.1,1000,매장1,,2275
20170201,50706003,채소,버섯,팽이버섯,팽이버섯(150g),1,600,매장1,,2278
20170201,50816001,채소,콩나물,콩나물,콩나물(300g),1,1300,매장1,,2278
20170201,60205007,축산물,알,유정란,동물복지유정란(10알/국내산),1,3600,매장1,,2278
20170201,60403007,축산물,유제품,아이스크림,아이스바우유(75ml),1,1200,매장1,,2278
20170201,100201003,반찬,두부/유부,두부,두부(1모:420g),1,1950,매장1,,2278
20170201,50419001,채소,뿌리채소,월동무,월동무(600~900g),1,1000,매장1,,2290
20170201,60102001,축산물,돼지,무항생제돼지,돼지불고기(600g/국내산),1,7600,매장1,,2290
20170201,60205007,축산물,알,유정란,동물복지유정란(10알/국내산),2,7200,매장1,,2290
20170201,70302002,수산,수산가공,젓갈/액젓,멸치액젓(1kg),1,4000,매장1,,2290
20170201,100201003,반찬,두부/유부,두부,두부(1모:420g),1,1950,매장1,,2290
20170201,50419001,채소,뿌리채소,월동무,월동무(600~900g),1,1000,매장1,,5068
20170201,50713002,채소,버섯,만가닥버섯,갈색만가닥버섯(150g),1,1500,매장1,,5068
20170201,60201014,축산물,알,유정란,유정란/매장용(10알/국내산),1,3700,매장1,,5068
20170201,60401334,축산물,유제품,우유/산양유,유기농우유(종이팩/유애래/900ml),1,4200,매장1,,5068
20170201,70201065,수산,냉동수산,냉동생선,코다리(2마리:550g),1,5400,매장1,,5068
20170201,70203046,수산,냉동수산,기타냉동수산,얼린오징어(썬 것:400g),1,5900,매장1,,5068
20170201,70206001,수산,냉동수산,냉동패류,자연산골뱅이(흑/500g),1,5500,매장1,,5068
20170201,70403013,수산,해조,미역/다시마,미역줄기(300g),1,1800,매장1,,5068
20170201,80103014,간식,과자,한과/유과,차례상약과(350g/10개),0.5,4200,매장1,,5068
20170201,80504011,간식,식사대용,식사대용/기타,연잎밥(210g),1,5000,매장1,,5068
20170201,90201001,양념/가루,기름/식초,기름,현미유(900ml),1,9600,매장1,,5068
20170201,130203122,생활용품,생활용품,치약/칫솔,물사랑치약(150g*2개),2,9200,매장1,,5068
20170201,30204001,서류,고구마,호박고구마,호박고구마(2kg),1,8400,매장1,,2185
20170201,40104006,과실,과일,귤(비가림),감귤/비가림/유(1.5kg),1,9500,매장1,,2185
20170201,40201008,과실,견과,밤,깐밤(150g),1,5500,매장1,,2185
20170201,50132017,채소,잎/줄기채소,브로컬리,브로컬리(350g),1,2800,매장1,,2185
20170201,50148001,채소,잎/줄기채소,쑥갓,쑥갓(200g),2,2900,매장1,,2185
20170201,50151012,채소,잎/줄기채소,양배추,양배추(500g~700g미만),1,1400,매장1,,2185
20170201,50198223,채소,잎/줄기채소,루꼴라,루꼴라(100g),2,4000,매장1,,2185
20170201,50816001,채소,콩나물,콩나물,콩나물(300g),1,1300,매장1,,2185
20170201,60401334,축산물,유제품,우유/산양유,유기농우유(종이팩/유애래/900ml),1,4200,매장1,,2185
20170201,70402008,수산,해조,미역/다시마,쌈다시마(300g),1,1400,매장1,,2185
20170201,80101043,간식,과자,스낵,하늘바다새우(60g),1,1700,매장1,,2185
20170201,80101051,간식,과자,스낵,하늘땅감자(55g),1,1700,매장1,,2185
20170201,80201029,간식,떡,가래떡,조랭이떡(유기/800g),1,5300,매장1,,2185
20170201,80401045,간식,빵,단과자빵,보리카스텔라(220g),1,3300,매장1,,2185
20170201,80401063,간식,빵,,유자컵케이크(4개:170g),1,2900,매장1,,2185
20170201,80401368,간식,빵,앙금크림빵,크림빵(75g)/매장,1,1500,매장1,,2185
20170201,80401371,간식,빵,"식빵, 식사대용",쌀로만든잉글리쉬머핀(66g*4개)/매장,1,3700,매장1,,2185
20170201,110104065,음료,음료,음료기타,얼음식혜(1000ml),1,3500,매장1,,2185
20170201,60401333,축산물,유제품,우유/산양유,저지방우유(범산/900ml),1,4200,매장1,,5068
20170201,70101003,수산,건어물,오징어류,오징어채(200g),1,8900,매장1,,5068
20170201,80101032,간식,과자,스낵,통밀퐁(70g),1,1300,매장1,,5068
20170201,80301002,간식,밀가공,라면,감자라면(110g:1봉),2,2600,매장1,,5068
20170201,80401215,간식,빵,건강곡물빵,호두감자숙성빵(260g/매장),1,3300,매장1,,5068
20170201,80504019,간식,식사대용,식사대용/기타,양송이스프(80g),1,2400,매장1,,5068
20170201,100201005,반찬,두부/유부,두부,찌개용두부(420g),1,1850,매장1,,5068
20170201,100401007,반찬,어묵/묵,어묵,두부연어묵(270g),1,3800,매장1,,5068
20170201,110202021,음료,차,곡류차,마.율무차(300g),1,7100,매장1,,5068
20170201,50132017,채소,잎/줄기채소,브로컬리,브로컬리(350g),1,2800,매장1,,2322
20170201,50813001,채소,콩나물,숙주나물,황토숙주나물(300g),1,2800,매장1,,2322
20170201,60205007,축산물,알,유정란,동물복지유정란(10알/국내산),1,3600,매장1,,2322
20170201,70104027,수산,건어물,기타건어류,건붉은새우(130g),1,8700,매장1,,2322
20170201,70203008,수산,냉동수산,기타냉동수산,새우살(350g),1,14800,매장1,,2322
20170201,80504018,간식,식사대용,식사대용/기타,크림스프(80g),1,2200,매장1,,2322
20170201,100305006,반찬,밑반찬,김가공,김자반볶음(40g),2,3800,매장1,,2322
20170201,130202003,생활용품,생활용품,휴지,솜구름 순면 건티슈(20매),1,1000,매장1,,2322
20170201,130203122,생활용품,생활용품,치약/칫솔,물사랑치약(150g*2개),1,4600,매장1,,2322
20170201,130301232,생활용품,세제/세안,헤어,생기품은 샴푸(보충용:400㎖),1,7200,매장1,,2322
20170201,130501052,생활용품,화장품,기초화장품,자연그대로 여행용 화장품(3종),1,12000,매장1,,2322
20170201,130501097,생활용품,화장품,기초화장품,수피아 내츄럴 수분에센셜크림,1,15500,매장1,,2322
20170201,130504044,생활용품,화장품,유아/썬크림,수피아 내츄럴 썬크림,1,8300,매장1,,2322
20170201,10101100,주곡,멥쌀,멥쌀,오분도미/유(2kg),1,7800,매장1,,2458
20170201,70104031,수산,건어물,기타건어류,해물맛국물팩(20g*7),1,5900,매장1,,2458
20170201,130302072,생활용품,세제/세안,헤어,생기품은 샴푸(500㎖),1,9800,매장1,,2458
20170201,130705035,생활용품,세제/세안,바디,수피아 손세정제(보충용:500㎖),1,4800,매장1,,2458
20170201,80201032,간식,떡,즉석떡,경단(200g),1,3300,매장1,,5068
20170201,100201003,반찬,두부/유부,두부,두부(1모:420g),2,3900,매장1,,5068
20170201,100302001,반찬,밑반찬,조림,콩자반(200g),1,6800,매장1,,5068
20170201,80504018,간식,식사대용,식사대용/기타,크림스프(80g),1,2200,매장1,,2331
20170201,80504019,간식,식사대용,식사대용/기타,양송이스프(80g),1,2400,매장1,,2331
20170201,130103053,생활용품,도서,도서/기타,2017 생산지 그림달력,1,8000,매장1,,2331
20170201,130206013,생활용품,생활용품,옻칠,수저(아이용),1,12000,매장1,,2331
20170201,130402408,생활용품,섬유,면제품,체크꾸밈조끼(L),1,55000,매장1,,2331
20170201,50132017,채소,잎/줄기채소,브로컬리,브로컬리(350g),1,2800,매장1,,5068
20170201,50151001,채소,잎/줄기채소,,양배추(1통:1kg이상),1,2400,매장1,,5068
20170201,50705004,채소,버섯,양송이버섯,양송이버섯(140g),1,2800,매장1,,5068
